Gene names,F1,F2,Category
GNAI1,-0.48122406,0.83636411,NA
EXOSC9,-0.481241862,-0.375644684,NA
BYSL,-0.481585185,-0.44290479,NA
PHF14,-0.482233683,0.418870926,NA
UIMC1,-0.483009974,0.027329127,NA
MAK16,-0.483320236,-0.157968521,NA
TTF2,-0.483680089,-1.02189827,NA
RPLP1,-0.484445572,-0.139084498,NA
YEATS2,-0.486937205,0.800055186,NA
POF1B,-0.488185247,-0.486831665,NA
KIAA0825,-0.488393148,-0.249151866,NA
BCAS2,-0.48910141,-0.44117101,NA
DSG1,-0.490109762,-0.599805832,NA
POP1,-0.492008845,0.38923645,NA
NVL,-0.497044881,-0.05303065,NA
SNRPD2,-0.498749415,-0.026193619,NA
WDR12,-0.500317891,0.420241674,NA
ZFR,-0.505904516,-0.165737788,NA
DDX24,-0.507336934,-0.638722102,NA
GDI2,-0.509169261,-0.256377538,NA
KRT79,-0.509751002,0.648658752,NA
KIAA1033,-0.510010401,0.064453761,NA
HK2,-0.512064616,-0.657565435,NA
IGF2R,-0.513448079,-0.750258128,NA
DDX27,-0.515199661,-0.403685252,NA
DIDO1,-0.515937169,0.029482524,NA
IGHG1,-0.515985489,-0.768992106,NA
RBMX;RBMXL1,-0.517474492,-0.109711329,NA
GAPDH,-0.522256215,-0.299032211,NA
G6PC3,-0.522865295,0.690246582,NA
SRRM2,-0.525059382,-0.827904383,NA
LAS1L,-0.526110331,-0.464870453,NA
BAZ1A,-0.526327769,-0.23799324,NA
KPNB1,-0.528119405,-0.37528801,NA
EZR;MSN;RDX,-0.530534744,-0.10300382,NA
EXOSC3,-0.531223297,-0.288065592,NA
CCT5,-0.536093394,-0.577459971,NA
SLC16A1,-0.538946788,-0.551397959,NA
NOP14,-0.539710363,-0.307806651,NA
TMA16,-0.541046143,-0.516162872,NA
HDGFRP2,-0.544482549,-0.1691583,NA
MAP4,-0.544859568,-0.268585841,NA
CORO1C,-0.546070099,-0.315942128,NA
SF3B2,-0.547802607,-0.039518356,NA
NPM1,-0.54969279,-0.258879344,NA
PPP1CA,-0.550945918,0.062929789,NA
KARS,-0.553003311,1.214113871,NA
SENP3;SENP3-EIF4A1,-0.553080241,-0.457159678,NA
RBM12B,-0.553089142,0.83482488,NA
ERH,-0.553746541,-0.089935939,NA
HIST1H3A,-0.553959529,-0.329839071,NA
EXOSC10,-0.554004033,-0.374866486,NA
GNL3,-0.556413651,-0.568617503,NA
POLR1B,-0.56058375,-0.445652644,NA
GNL2,-0.561962128,-0.501314163,NA
ALOXE3,-0.563810984,-0.077899933,NA
SCGB1D2,-0.564097722,-1.034514109,NA
ALDOA,-0.564299266,-0.151119868,NA
PSMC2,-0.571150462,0.725441615,NA
IDH1,-0.572046916,-0.104681651,NA
SNW1,-0.573799133,0.311882019,NA
CALM2;CALM3;CALM1,-0.577967962,-1.508391062,NA
RNF219,-0.579062144,0.446058273,NA
ISG20L2,-0.581753413,-0.761271795,NA
,-0.582806269,-0.31978035,NA
BMS1,-0.585213343,-0.48478953,NA
NOP2,-0.587350845,-0.422885895,NA
STRBP,-0.588638941,-0.51600647,NA
DDX18,-0.589347204,-0.644711812,NA
SLC30A4,-0.594256719,-0.067825317,NA
RBM34,-0.59525617,-0.266377767,NA
SRSF7,-0.596873601,-0.31022644,NA
S100A14,-0.604935328,-0.229006449,NA
IST1,-0.605121613,0.08059756,NA
LMNB2,-0.605442047,0.284222921,NA
VAPB,-0.608633677,-0.633256276,NA
MARK2,-0.609443665,-1.065253576,NA
PSMA1,-0.611277898,-0.527820587,NA
MCM3AP,-0.61390241,-0.64378802,NA
S100A7,-0.617768606,-0.169680913,NA
MYH9,-0.619774501,-0.791991552,NA
GPKOW,-0.621707916,0.126559575,NA
TAF9B,-0.624542236,0.06936264,NA
ZMYND8,-0.624572118,-0.327899297,NA
CBX5,-0.631094615,-0.081973394,NA
SBSN,-0.631100337,-1.105242411,NA
LEMD3,-0.63289388,-0.463233948,NA
NOP9,-0.633609136,-1.046363831,NA
VCP,-0.634419759,-0.227989833,NA
TAF9,-0.634469986,-0.299404144,NA
PNP,-0.637212753,-0.710704803,NA
LRRC59,-0.642115275,-0.023920695,NA
LYAR,-0.646949132,-0.002969742,NA
EPB41,-0.647232056,-1.13733991,NA
U2SURP,-0.650472641,-0.29994901,NA
ADAR,-0.650827408,-0.600568771,NA
YLPM1,-0.653002421,-0.208838145,NA
RBM28,-0.655305862,-0.262863795,NA
TRA2B,-0.657705943,0.357779185,NA
BRCA1,-0.658472697,-0.043722153,NA
RBM10,-0.659011205,0.120962143,NA
YTHDC1,-0.659983317,-0.494922638,NA
LARP4,-0.66083018,0.326695124,NA
PSMB4,-0.661647797,-0.113078435,NA
RNASE7,-0.662585576,-0.796875,NA
KIAA1429,-0.669460297,0.115601858,NA
XRCC1,-0.673021952,0.701639175,NA
DDX42,-0.676586787,-0.21356074,NA
GM2A,-0.676764806,-0.39440155,NA
DSC3,-0.677394867,-0.573034922,NA
PSMA3,-0.68103981,-0.796562195,NA
NUMB,-0.683509827,-0.852046967,NA
FAU,-0.683798472,-0.999575933,NA
CST6,-0.689437866,-0.299112956,NA
MKI67,-0.704136531,-0.22726504,NA
RNF2,-0.706807454,0.75213623,NA
KIDINS220,-0.713818868,-0.582070669,NA
EIF3G,-0.71865654,0.106229146,NA
TUBA1C,-0.719921112,0.378737768,NA
SLC3A2,-0.721502304,-0.696720123,NA
GTF3C5,-0.721548716,-0.284511566,NA
NMD3,-0.722457886,0.223396937,NA
RPRD2,-0.723449071,-0.018654505,NA
PPIG,-0.723735174,-0.506676356,NA
CTSA,-0.726280848,-0.005193075,NA
LMAN1,-0.727251053,-1.549030304,NA
HNRNPA1;HNRNPA1L2,-0.727813721,0.022766113,NA
NOL6,-0.728480657,-0.643142064,NA
NCOA5,-0.731506348,-0.327131271,NA
YWHAB,-0.734972636,-0.988341014,NA
SARG,-0.741299311,-0.22905604,NA
PSMB1,-0.752916336,0.223842621,NA
ZCCHC8,-0.755079905,-0.386404673,NA
MYO18A,-0.761559804,-0.183606466,NA
VNN1,-0.762280782,-0.831432978,NA
PPP1CB,-0.769554138,-0.476145426,NA
BLMH,-0.781131744,-0.977793376,NA
SRP9;DKFZp564M2223,-0.78143692,-0.016106288,NA
PRPF4B,-0.781717936,-0.53094101,NA
PSMA4,-0.783172607,-0.276443481,NA
BTN1A1,-0.784025192,-0.263581594,NA
PUF60,-0.785147349,-0.500020345,NA
CD2BP2,-0.789494832,0.593300502,NA
ZC3H14,-0.790688833,-0.216088613,NA
PRPF40A,-0.797615687,-0.681956609,NA
CPA4,-0.803998311,-0.608919144,NA
KRT19,-0.806016922,-0.001749039,NA
PICALM,-0.806159973,-0.276566188,NA
TRIM28,-0.809691111,-0.051092784,NA
STEAP1,-0.81208992,-1.115944544,NA
RPLP2,-0.81482633,-0.978560766,NA
BANP,-0.81651624,0.884078979,NA
TRIP12,-0.818967183,-0.189833959,NA
ACTB,-0.823058446,-0.322376887,NA
PSMD14,-0.825884501,-0.433277766,NA
SCD,-0.829016368,-0.545969009,NA
CAPZB,-0.829460144,-0.433591843,NA
ATAD2B,-0.829485575,-0.814597448,NA
SF3A1,-0.829975128,-0.513477961,NA
CAPZA1,-0.840066274,-0.697067897,NA
CTSD,-0.840447108,-0.43309466,NA
DDX55,-0.841418584,-0.781453451,NA
EPB41L1,-0.84357516,-0.650467555,NA
CPSF2,-0.844053904,-0.920432409,NA
CHAF1A,-0.848062515,-0.01540184,NA
VPS72,-0.851690928,0.571629842,NA
STXBP2,-0.860330582,-0.134337107,NA
NOP16,-0.862254461,-0.419437408,NA
FTSJ3,-0.866900762,-1.063408534,NA
PSMC4,-0.868857066,1.510051727,NA
SF3B6,-0.873266856,-0.745397568,NA
PNO1,-0.875207901,-0.241701762,NA
SF3B1,-0.880139033,-0.729070028,NA
ZNF512,-0.881737391,-0.256249746,NA
CUL4A,-0.882434845,0.497765859,NA
MMTAG2,-0.891534805,-0.208776474,NA
USP54,-0.898463567,-0.574520111,NA
ATRX,-0.900777181,0.564328512,NA
CCT8,-0.902668635,-1.086939494,NA
NUP88,-0.903709412,-0.553609212,NA
POLDIP3,-0.907681147,-0.322380066,NA
KTN1,-0.919075648,-0.973153432,NA
CLINT1,-0.920549393,-0.70910581,NA
TP53BP1,-0.923751195,-0.671935399,NA
H2AFV;H2AFZ,-0.931671778,-0.029681524,NA
NOC3L,-0.93262291,-0.071044922,NA
TAF6,-0.932918549,-0.137160619,NA
EXOSC5,-0.936312993,0.060171763,NA
NAT10,-0.938305537,-0.791809082,NA
CASC4,-0.941775004,-0.135748545,NA
ORC5,-0.943564733,0.306285222,NA
NUP54,-0.945627848,-0.436182022,NA
RBM15B,-0.945767721,-0.170927684,NA
NOP10,-0.945995331,-0.637928645,NA
HAL,-0.948397319,-0.940484365,NA
G3BP1,-0.954609553,-0.794059118,NA
HP1BP3,-0.958946228,-0.176639557,NA
ADD3,-0.970296224,-0.429121653,NA
PSMA7;PSMA8,-0.971067429,-0.008913676,NA
HERC6,-0.971213023,-0.384389877,NA
INTS8,-0.972091039,0.027366002,NA
SUGP2,-0.986783981,-0.585577011,NA
CPSF4,-0.989361445,-0.449179967,NA
PGK1,-0.995737712,-1.08405749,NA
ZNF830,-1.004659653,-0.678199768,NA
SARNP,-1.019314448,-0.643119812,NA
RPS13,-1.020011902,-0.211811066,NA
OSTC,-1.020918528,0.129278183,NA
ASAH1,-1.021431605,-1.544733047,NA
KRT18,-1.029630661,-1.069378535,NA
MFAP1,-1.031375885,-0.666828791,NA
SPRR1B,-1.046577454,-0.09139061,NA
PPP1R10,-1.053129196,-0.32214419,NA
RRP1B,-1.055712382,-0.760523478,NA
HDLBP,-1.072956721,-1.181974411,NA
ACIN1,-1.086219152,-0.825890859,NA
PSMB5,-1.08858935,-0.256347656,NA
RUVBL2,-1.092662811,-0.632693609,NA
KIAA0196,-1.096436183,-0.4524587,NA
NUP35,-1.101958593,-0.291652044,NA
SCRIB,-1.12057368,-1.2131869,NA
RRAS2;RRAS,-1.133635203,0.202553431,NA
HIST1H2AA;H2AFX;H2AFJ,-1.136011759,-0.731327693,NA
STAU1,-1.136542002,-1.380276362,NA
HIST1H1C;HIST1H1E;HIST1H1D,-1.173409144,-0.493120829,NA
RAP2C;RAP2A;RAP2B,-1.177887599,0.819425583,NA
EIF4G2,-1.185259501,-0.38555336,NA
MDC1,-1.201456706,-0.998466492,NA
SERBP1,-1.207183838,-1.042224884,NA
SMC1B,-1.208636602,-0.199469884,NA
HIST2H2AC;HIST2H2AA3;HIST1H2AJ;HIST1H2AH;H2AFJ;HIST1H2AC;HIST3H2A;HIST1H2AD;HIST1H2AG;HIST1H2AB,-1.2104098,-1.049348195,NA
ANK3,-1.213580449,-1.079811096,NA
ZNF638,-1.22689565,-1.034500758,NA
WBP11,-1.235583623,-0.12647438,NA
UBE2I,-1.237255732,-0.808266958,NA
ARL6IP4,-1.238032023,-1.781066895,NA
SOAT1,-1.238194784,-0.204498927,NA
POM121C;POM121,-1.260025024,-1.061596553,NA
CCDC137,-1.272257487,-1.014232635,NA
TMED9,-1.272925059,-0.433609645,NA
EIF4G1,-1.274106979,-0.479306539,NA
UGT2B17;UGT2B15,-1.275426229,-0.495138168,NA
EEF1B2,-1.283013662,-1.155291875,NA
CDKN2AIP,-1.28473409,-0.927684784,NA
PNN,-1.287512461,-1.418447495,NA
DDRGK1,-1.288280487,-0.605327606,NA
RBM17,-1.308380127,-0.701755524,NA
PRC1,-1.314187368,-1.208975474,NA
ENO1,-1.32137235,-1.391426086,NA
COIL,-1.347607931,-1.143950144,NA
DNTTIP2,-1.366597493,-1.180475235,NA
C17orf85,-1.366750081,-0.925209045,NA
RANBP2,-1.386973699,-1.196055094,NA
CSNK1A1;CSNK1A1L,-1.399531682,-0.549397786,NA
FIP1L1,-1.401498159,0.061347326,NA
CREB3L4,-1.40779686,-1.753337224,NA
EDIL3,-1.409082413,0.597431819,NA
EEF1D,-1.4106884,-0.830650965,NA
ALYREF,-1.413247426,-0.385039647,NA
SCAF11,-1.419133504,-0.451138179,NA
ADD1,-1.427410126,-0.704216003,NA
NIFK,-1.448904673,-1.446668625,NA
LAMTOR1,-1.454104741,-2.646808624,NA
NUP50,-1.458605448,-1.154644648,NA
AHCTF1,-1.465273539,-1.232656479,NA
KPNA4,-1.465608597,-0.268903097,NA
A2ML1,-1.465684255,-0.002838135,NA
KRI1,-1.469224294,-1.333688736,NA
KRT6B,-1.485095978,0.265851974,NA
CDC5L,-1.488368352,-1.075585683,NA
RIF1,-1.49030304,-1.238693237,NA
NUP153,-1.496576945,-1.534166336,NA
PPP1CC,-1.515310287,-1.028465907,NA
EIF4G3,-1.522555033,-2.09579277,NA
RBM25,-1.522890091,-1.098616282,NA
IK,-1.525039037,-0.995442073,NA
CCDC55;NSRP1,-1.527053197,-0.336994171,NA
DBN1,-1.535442352,-1.222890218,NA
MEGF10,-1.538822174,-1.414487203,NA
NUFIP2,-1.541709264,-2.118371964,NA
PRRC2A,-1.541997274,-0.878161748,NA
EPB41L4B,-1.544898987,-0.560771942,NA
ZC3H11A,-1.549992879,-1.169600805,NA
RBBP6,-1.569314321,-0.434129715,NA
SART1,-1.595867157,-1.243892034,NA
CDR2L,-1.600638072,-1.194811503,NA
SCAF1,-1.611784617,-0.737255732,NA
MRE11A,-1.621570587,-0.477490743,NA
CDC42BPA,-1.648541768,-0.744852066,NA
FAH,-1.657370249,-1.601646423,NA
NCL,-1.662475586,-1.288903554,NA
ZNF318,-1.670974096,2.131450017,NA
UTP3,-1.687801997,-0.735603333,NA
CHMP4B,-1.737143199,-1.30551211,NA
SEC61G,-1.74141566,-0.083557765,NA
C12orf43,-1.742895126,-0.62270546,NA
LARP1,-1.760332108,-1.64209938,NA
TCERG1,-1.782536189,0.768732707,NA
EIF4B,-1.784421921,-1.492877324,NA
PHRF1,-1.785048167,-1.081502914,NA
BUD13,-1.807947795,-1.180984497,NA
SNAP23,-1.815879186,-1.470501582,NA
THRAP3,-1.863988876,-1.504894892,NA
NACA,-1.869896571,-1.000583649,NA
ARID4A,-1.87051328,-3.289182663,NA
ZC3H18,-1.870775223,-1.426503499,NA
KNOP1,-1.886451085,-1.548486074,NA
RRS1,-1.899695079,-1.368933996,NA
HIST2H3PS2,-1.906685511,0.777549108,NA
EDC4,-1.908915202,-3.09893926,NA
PRPF31,-1.912558238,0.223141352,NA
TPR,-1.932697932,-1.178121567,NA
GULP1,-1.939413706,0.293121338,NA
SCAMP1,-1.970901489,-1.597190221,NA
BCLAF1,-2.034383138,-2.032495499,NA
EBNA1BP2,-2.064926147,-1.753189723,NA
FAM208B,-2.073275884,-2.003856023,NA
LIMA1,-2.123694102,-1.4720637,NA
SLC4A7,-2.14967982,-1.228315989,NA
GPATCH4,-2.19876798,-1.711349487,NA
SAFB,-2.213394165,-1.583276749,NA
ACTA1;ACTC1;ACTG2;ACTA2,-2.220488866,-0.131258647,NA
NUP62,-2.317299525,-0.698403676,NA
SAFB2,-2.328720729,-1.623729706,NA
DSG2,-2.34650294,-2.429362615,NA
ESF1,-2.372594833,-1.256032944,NA
SLC15A2,-2.481238047,-2.491355896,NA
RANGAP1,-2.502689362,-2.11787351,NA
AHNAK,-2.559116364,-2.458866755,NA
NOLC1,-2.560319265,-2.81484286,NA
TAF5,-2.721839269,0.323760986,NA
ATP1A2,-2.737715403,-0.439531962,NA
TPPP3,-2.754453023,-2.0554142,NA
CD2AP,-2.755394618,-2.512365341,NA
SLC12A7,-2.781774521,-2.400953929,NA
PRKAR2A,-2.786348343,-2.520961126,NA
RAI14,-2.838094711,-3.026780446,NA
UTP14A,-2.865955353,-2.539393743,NA
LIMCH1,-2.966706594,-2.750034968,NA
SON,-3.006498973,-2.744241714,NA
NUP214,-3.096629461,-2.552164714,NA
TANC1,-3.183925629,-3.193651199,NA
DHX29,-3.317964554,-2.297145208,NA
TCOF1,-3.319422404,-1.560015361,NA
STIM1,-3.333934784,-2.996988297,NA
KIAA1671,-3.429220835,-4.395218531,NA
CTTN,-3.459086736,-2.747171402,NA
FNBP4,-3.533585866,-2.473822276,NA
MTDH,-3.664728165,-3.064021428,NA
FLNA,-3.681761424,-3.485836665,NA
KIAA0319L,-3.950967789,-4.965500514,NA
COBL,-4.058803558,-3.848935445,NA
KIAA1217,-4.086811066,-3.997175217,NA
INADL,-4.223571777,-5.041905721,NA
ERBB2IP,-4.271190643,-3.696232478,NA
GOLGA2,-4.395831426,-4.264465332,NA
STAU2,-4.478192012,-3.942166011,NA
UBAP2L,-4.582806905,-4.712797801,NA
NSFL1C,-4.646361033,-1.770128886,NA
SSFA2,-4.664596558,-5.798352559,NA
TJP1,-4.771717072,-4.692907333,NA
EVPL,-4.879246394,-4.464103699,NA
TJP2,-5.142201742,-3.939632416,NA
LAD1,-5.810722351,-4.261750539,NA
TNKS1BP1,-7.401446025,-8.737555822,NA
CGN,-9.013059616,-9.402896881,NA
