Gene names,F1,F2,Category
SUZ12,-0.797224681,-0.309542338,NA
PPP1CC,0.046900431,-0.315474192,NA
TUFM,0.444169998,-0.326649984,NA
BPIFA1,-0.257249196,-0.33192126,NA
S100A7,0.024351756,-0.333719254,NA
LCP1,-0.039808273,-0.335817337,NA
CPSF2,1.721096675,-0.338098526,NA
KRT6B,0.084502538,-0.338301977,NA
DMBT1,0.105949402,-0.340388616,NA
ANXA2;ANXA2P2,-0.230929693,-0.345639547,NA
APEH,-0.223831813,-0.349018733,NA
INTS7,0.078627904,-0.350975037,NA
SCGB1D2,-0.168692271,-0.351492564,NA
SERPINB12,-0.080540975,-0.356477102,NA
USP39,-0.405333201,-0.358285904,NA
RFC4,1.569360733,-0.361651738,NA
PERP,0.508630117,-0.371189753,NA
DSC1,-0.168481191,-0.37604332,NA
KLK5,0.531798045,-0.383303324,NA
DHCR7,0.011966705,-0.383408229,NA
EEF1D,0.380201976,-0.383525213,NA
TGM5,0.058939616,-0.383918762,NA
CAT,-0.133887609,-0.385391871,NA
NKAP,-0.017981211,-0.388643265,NA
RHOC;RHOA,0.12252299,-0.392349879,NA
S100A8,-0.326323827,-0.399182002,NA
ARG1,-0.195942561,-0.403739293,NA
ME1,0.252319336,-0.404249191,NA
MRPS12,1.164038976,-0.407067617,NA
LRRC59,-0.289948146,-0.409512202,NA
MYADM,0.664137522,-0.40991656,NA
NME1;NME2;NME1-NME2;NME2P1,0.405436834,-0.428894679,NA
IL37,-0.390672048,-0.444122314,NA
S100A9,-0.423902512,-0.446739197,NA
SSR4,0.64643542,-0.448215485,NA
SLC16A1,-0.205338796,-0.452948252,NA
SAFB,0.249524434,-0.454154968,NA
CRIP2,1.741011937,-0.45528094,NA
S100A16,0.208046595,-0.463197072,NA
APOD,-0.270121257,-0.464850108,NA
MRPS5,-1.937950134,-0.472040812,NA
SRSF11,-0.021472295,-0.474103292,NA
CCDC47,-0.123720805,-0.482894262,NA
SARNP,0.282258352,-0.485914866,NA
LPL,0.318108877,-0.494548162,NA
SOD1,-0.210837046,-0.502248764,NA
RRBP1,-0.496728261,-0.503119151,NA
GGCT,-0.263352076,-0.508513133,NA
CDKN2A,-0.204710007,-0.51210022,NA
SPRR1A,1.604125977,-0.512319565,NA
PSMD14,-1.281374613,-0.518059413,NA
ACIN1,-0.396643957,-0.520082474,NA
AFG3L2,-0.403949102,-0.525824865,NA
SPRR2B;SPRR2D,-0.684350967,-0.542521159,NA
NEFL,-1.045749029,-0.544844945,NA
KDELR2,0.45355924,-0.548517863,NA
RPL35,-0.201226552,-0.549572627,NA
RPL29,-0.158219655,-0.554463704,NA
SEC61G,-0.112184525,-0.561474482,NA
NUP43,-0.725455602,-0.564177831,NA
RAP1A;RAP1B,0.759727478,-0.573339462,NA
FLOT2,-0.61762619,-0.573709488,NA
RLF,0.721069972,-0.576251984,NA
CIRH1A,0.944436391,-0.593837102,NA
IVL,-0.160100937,-0.603204091,NA
IGHG2,0.238488515,-0.605787913,NA
MDH2,0.193637848,-0.608701706,NA
PSMA4,-0.494344711,-0.613978704,NA
G3BP1,-0.869496028,-0.614925385,NA
PGK1,1.350259145,-0.621365229,NA
TSPYL2,3.037924449,-0.629720052,NA
KRT18,0.030200958,-0.63072141,NA
NES,-1.016361237,-0.636351267,NA
FLNA,-0.572601954,-0.636745453,NA
IK,-0.160720825,-0.639834722,NA
SRRM2,-0.147127151,-0.643767039,NA
NACA,-0.531178157,-0.645083745,NA
RRP7A,-0.555488586,-0.650534312,NA
RANBP2,-1.118797302,-0.670538584,NA
DHX33,1.050137838,-0.673169454,NA
RBBP6,-0.057137171,-0.674156825,NA
CASP14,-0.147416433,-0.69018809,NA
KRT32,-0.028262456,-0.691041946,NA
UTP14A,-0.274427414,-0.695640564,NA
NOLC1,-2.344031652,-0.706754684,NA
CUL4B,-0.024146398,-0.716033936,NA
USP7,-0.727937063,-0.724205653,NA
CALML5,-0.29419899,-0.724909465,NA
VIM,-0.399939219,-0.739011765,NA
EBNA1BP2,-0.068205516,-0.747765859,NA
DNAJC13,-0.983116786,-0.749697367,NA
SERPINB5,-0.147745132,-0.757973353,NA
,0.103597005,-0.761980057,NA
PTDSS1,0.179442088,-0.762746811,NA
CTSV,0.317422867,-0.771194458,NA
ATP5O,-0.679467519,-0.772712072,NA
UHRF2,0.661317825,-0.788201014,NA
LCE2C;LCE2B,0.370322545,-0.79547437,NA
EIF4G2,-0.546123505,-0.806528727,NA
TPM3;DKFZp686J1372,-0.472724279,-0.833648046,NA
PIP,-0.214609782,-0.839079539,NA
HIST2H3PS2,0.23807017,-0.855134328,NA
ATP5A1,-0.701146444,-0.871774038,NA
CNFN,-0.283987045,-0.872993469,NA
DCD,-0.534488042,-0.886145274,NA
VAPB,-1.182202021,-0.904690425,NA
IL1RN,0.080209096,-0.912993113,NA
VAPA,-0.691055934,-0.951917648,NA
CAPNS2,-0.100087484,-0.980373383,NA
SON,-1.067541122,-0.991831462,NA
UBAP2L,-0.760348638,-0.994288127,NA
BTN1A1,0.098438899,-1.025418599,NA
FAU,-0.417441686,-1.02591451,NA
HSPA9,-0.951737722,-1.053803126,NA
CKAP4,-0.128293355,-1.069660823,NA
SAFB2,-0.662902832,-1.077592214,NA
ATP5B,-0.586736679,-1.106336594,NA
PPIG,-1.579244614,-1.140030543,NA
G3BP2,0.032474518,-1.200784683,NA
SIM2;SIM1,-0.634197871,-1.20594724,NA
ARMC2,1.041073481,-1.2421182,NA
GBA,-0.522768021,-1.244150798,NA
PLBD1,-0.417118073,-1.271239599,NA
GTF3C5,-0.482023239,-1.297477722,NA
HSD17B10,-0.657588323,-1.306530635,NA
HDLBP,-0.606415431,-1.312987645,NA
HEXB,1.871015549,-1.322828293,NA
PARD3,-1.698254267,-1.344796499,NA
SQSTM1,-0.125914256,-1.369763056,NA
PRSS3,-2.36236763,-1.440429688,NA
HBB;HBD,-1.209848404,-1.468231837,NA
S100A10,-1.901608785,-1.495563507,NA
ACACA,-0.286640803,-1.514145533,NA
RANGAP1,-1.75862058,-1.562608719,NA
RNMT,1.902521133,-1.610421499,NA
PC,-1.066636403,-1.628059387,NA
EIF4B,-1.926781336,-1.638310115,NA
GOLGA4,-3.552069346,-1.70145607,NA
PLCXD1,0.56011645,-1.733617147,NA
VNN1,-1.334751765,-1.953016917,NA
ATP5F1,-1.08943367,-1.959294001,NA
VNN2,-2.381835302,-1.96478653,NA
DHX29,-3.132981618,-2.019105275,NA
PITX2;PITX1;PITX3,-2.31227684,-2.117194494,NA
CP,-1.645676295,-2.162150065,NA
ARGLU1,-1.945085526,-2.178822835,NA
TSPAN14,-1.307699203,-2.36196963,NA
KRT19,-2.213008245,-2.443651199,NA
MCCC1,-1.998348236,-2.490992228,NA
IDE,-1.193241755,-2.502632777,NA
THRAP3,-0.328831355,-2.506301244,NA
ZNF185,-2.096529643,-2.514888763,NA
CPQ,-2.121126175,-2.540249507,NA
ZEB1,-1.221818288,-2.708358765,NA
TJP1,-2.644119263,-2.728738149,NA
AHNAK,-3.012425741,-2.740274429,NA
TNKS1BP1,-2.79181544,-2.740511576,NA
NUP214,-2.669126511,-2.83901914,NA
FAH,-1.40103658,-3.343686422,NA
TJP2,-2.97743988,-3.351781209,NA
PCCA,-2.706383387,-3.575328827,NA
MYOD1,-5.044836044,-3.711736043,NA
,-1.311472575,-3.824890137,NA
ATP1A2,-1.629460653,-3.940359751,NA
CCDC122,-0.75211525,-3.990647634,NA
UBE2NL;UBE2N,-7.393019994,-4.048587163,NA
DPP4,-2.633111318,-4.10621198,NA
PCCB,-3.763437271,-5.24967893,NA
