q_Value,Difference,stat,gene_name
0.005184932,-1.96617349,-2.780449789,TGFBR2
0.000214533,-1.966000239,-4.994069017,ADGRV1
0.011209968,-1.962173462,-2.383229821,KIAA1143
0.000301703,-1.961049398,-5.723496934,ARMCX5
0.000622754,-1.958990415,-3.861547525,STX1A
0,-1.95772934,-6.948589008,METTL4
0.000222621,-1.956309319,-5.092103076,TCF19
0.141440979,-1.956221263,-1.17026778,TCAF2
0.000901357,-1.954389572,-3.664434695,ZZZ3
0.002724928,-1.953766823,-3.210655413,MKS1
0.136772175,-1.949321429,-1.18458553,TEX26
0.000823315,-1.948372841,-3.685508536,ID1
0.002963773,-1.947511673,-3.117173347,DUSP14
0.021780014,-1.945828756,-2.02705182,HROB
0.015789474,-1.938827197,-2.174615074,PATL1
0,-1.937434514,-8.337269691,SHCBP1
0.0015,-1.932202339,-3.507498047,MCMBP
0,-1.929387093,-6.943336826,BRCA2
0,-1.929135005,-7.32815097,CCNB2
0.000237094,-1.925242424,-5.210145438,ANKRD40
0,-1.924475988,-9.03086106,TK1
0,-1.923296928,-9.830887402,PKP1
0,-1.922435125,-14.12768016,RAD18
0.016546311,-1.919892311,-2.148104089,LY75
0.002983278,-1.91830794,-3.07835261,PHF19
0,-1.917206446,-7.907456756,GLRX
0,-1.91439724,-8.846942323,RNF4
0.00775645,-1.911672274,-2.575035664,JADE2
0.000225865,-1.910615921,-5.122329762,DMWD
0,-1.906279882,-7.432696843,SKA1
0.000561105,-1.905495326,-3.997595824,MCM8
0.000194053,-1.905410767,-4.801112336,TNFRSF6B
0.001799534,-1.905118942,-3.365682044,PRICKLE1
0,-1.904918671,-10.2905681,RMI2
0.000273128,-1.900667826,-5.474976701,FANCE
0.000181022,-1.898551305,-4.628797427,BTBD1
0.000311558,-1.898437818,-5.786677544,DHFR
0,-1.897947947,-6.777945474,TTC31
0,-1.895845731,-10.01147865,FIRRM
0,-1.889582952,-6.197481548,DUT
0,-1.889387449,-10.31640743,NR2F1
0.016904131,-1.886626561,-2.140052759,TRAPPC6A
0.000308842,-1.885797819,-4.294464368,GTSE1
0.002914127,-1.883624713,-3.143086436,EFCAB2
0,-1.882020315,-14.88150726,HK2
0,-1.881215413,-10.10733891,CHAF1A
0,-1.879319509,-6.321365527,DNMT1
0.000319588,-1.879144669,-4.370159677,MYO10
0.005006961,-1.878653208,-2.802841587,WWTR1
0.000345404,-1.877465884,-5.989922526,RNF187
0,-1.876385371,-8.50217518,AAMP
0.001580442,-1.875382423,-3.390264942,LRRC42
0.002446746,-1.87447834,-3.276909944,RAD51AP1
0.0785,-1.871932666,-1.42421153,ACSBG2
0.001477686,-1.867704391,-3.488361842,SSBP3
0,-1.8648084,-13.09741789,ANKRD52
0.000312343,-1.852618217,-4.322052514,ZNRF1
0,-1.852261543,-8.692997485,NDC80
0.007760454,-1.850450198,-2.575238091,POMT1
0.009957041,-1.840820313,-2.443540014,TERF1
0.001570533,-1.840348879,-3.382177409,PLEKHJ1
0.014561519,-1.839835485,-2.226700255,FANCM
0.014399339,-1.83826383,-2.230298312,CDC25C
0,-1.834161758,-7.13896369,ZNHIT3
0,-1.83405304,-11.07950689,KPNA2
0.001640063,-1.833655675,-3.376284664,PKN3
0.007872886,-1.830294291,-2.560756781,POMT2
0,-1.830197652,-6.609889787,SYDE1
0.000225455,-1.825990359,-5.114563007,CRAT
0,-1.823863347,-10.54217647,PLAT
0.016063291,-1.82314841,-2.160815893,LAMA4
0.001077333,-1.818912824,-3.628758636,IFI44L
0,-1.818744659,-6.467755291,BRCA1
0.008762846,-1.817739487,-2.505231849,GMCL1
0.002637993,-1.816084544,-3.217510555,KDR
0.000231776,-1.813732783,-5.166994337,SLC1A1
0.000275556,-1.810021083,-5.495358198,BCOR
0.005748213,-1.809685389,-2.70479126,DESI1
0,-1.80903848,-6.880235613,TTC3
0.130676103,-1.807493528,-1.201558756,PDE1C
0.001796742,-1.806919416,-3.364717152,SLC25A39
0.000187311,-1.803292592,-4.706582995,PRELID1
0.000319588,-1.802871386,-5.86506656,C5orf34
0.014074751,-1.796597481,-2.236549815,GSTA4
0,-1.795837402,-10.08417162,MAP3K6
0,-1.787644068,-9.827451271,PARP4
0.002711333,-1.786931992,-3.203258862,POLR2L
0.00137457,-1.786135674,-3.55426598,TYW1
0.000552301,-1.777702649,-3.950382245,NUDT22
0.002496329,-1.774655342,-3.259264878,DPYD
0.011630852,-1.769039472,-2.342301882,APOBEC3F
0.005021524,-1.768099149,-2.811355848,MOCS1
0,-1.765288353,-9.730394214,SKA3
0.01119447,-1.762396812,-2.380292114,TMEM156
0,-1.761926651,-7.862712172,IRF2BP2
0,-1.761778831,-8.22621235,CDK4
0,-1.761054357,-8.406524077,MAD2L2
0.001078292,-1.759437243,-3.632341353,SPC24
0.015516466,-1.754394213,-2.183636503,SKI
0.000335135,-1.75311025,-5.942265494,CEP95
0,-1.752973239,-6.648509673,ESM1
0,-1.749919891,-7.674730961,DUSP4
0.000344444,-1.749126434,-5.974248986,IPO8
0,-1.748339653,-6.043034419,GCNT2
0,-1.746661822,-6.603027359,STXBP4
0.000581498,-1.741605123,-4.047956031,CEP70
0.013335593,-1.741493543,-2.266883178,HIF1A
0.001522267,-1.741385142,-3.453460443,CRIPT
0,-1.740681648,-8.652884887,SORT1
0.006026258,-1.740627607,-2.691281486,KIF3C
0.00245037,-1.736364365,-3.278898731,ZBTB3
0.00151269,-1.734173775,-3.522290035,SIX1
0.002933694,-1.732508024,-3.094170576,TBC1D16
0.009326895,-1.731129328,-2.464990962,MAML1
0.00331541,-1.730807304,-3.037095639,PAIP2
0.013215904,-1.723909696,-2.2753305,TEP1
0.000283753,-1.723829587,-5.533939776,KIF4A
0.007868852,-1.723263423,-2.560753068,FLVCR1
0.000791423,-1.721402486,-3.81537245,SCLT1
0.000831647,-1.718522708,-3.695415574,TEAD4
0.041548652,-1.717288017,-1.718844452,PAICS
0,-1.717041016,-9.033451831,MTCL2
0.000341598,-1.716614723,-5.964923911,SALL2
0.000841713,-1.714516322,-3.719647666,GPHN
0.000244576,-1.712594668,-5.250389898,LOXL4
0.011574583,-1.706476529,-2.352298362,LCORL
0,-1.698523521,-8.127656521,PPP4R3B
0.003718987,-1.696803093,-2.975125432,KLHDC8B
0.005738649,-1.692262967,-2.717809299,TEDC1
0.037239454,-1.691658338,-1.77186995,ZNF16
0.037649049,-1.69149526,-1.764863382,USP37
0.002734035,-1.689987183,-3.172192672,KLHL13
0.010037987,-1.689785322,-2.435954308,SNX10
0.083663437,-1.688763618,-1.397453857,MTFR2
0.000201626,-1.688033104,-4.873447881,CCDC32
0,-1.686200142,-7.184268199,UCK2
0,-1.683469454,-7.923144033,NR1H2
0.001508861,-1.678992907,-3.517148436,TPRN
0.006590885,-1.677945455,-2.642902912,POLR1D
0,-1.677179019,-11.91287908,RIN2
0.006626003,-1.67708079,-2.637706913,CETN3
0,-1.676252683,-7.908442681,RFX7
0,-1.675888697,-10.90216984,BCL2L12
0.008426507,-1.67367363,-2.520007105,DIXDC1
0.054354717,-1.670419057,-1.594059077,MOXD1
0.000836263,-1.667705854,-3.702864047,TICRR
0.000323338,-1.663744926,-4.397482045,TYRO3
0,-1.663709641,-6.308857718,YAE1
0.002592486,-1.66103522,-3.237281659,CDCA2
0,-1.657697678,-9.690619193,APOBEC3B
0.012568951,-1.656228383,-2.302979191,ZNF580
0.000209106,-1.65606753,-4.951762671,TIFA
0.018757473,-1.655866623,-2.098356534,FZD1
0,-1.653184891,-6.615127386,CALCOCO2
0,-1.652912458,-7.40200798,MPHOSPH9
0,-1.651361148,-6.985703665,AK5
0.000183432,-1.647958755,-4.66550909,MTG2
0.000582781,-1.647864024,-4.053587542,GNG11
0.001216334,-1.64776961,-3.581211354,KLHL21
0.013270247,-1.646510124,-2.270311455,TNKS
0.025697427,-1.646429698,-1.948088402,KIF20B
0,-1.646113078,-7.737534113,PTK7
0.00063286,-1.645477931,-3.898998702,PSRC1
0.000221429,-1.644651413,-5.059710744,RMI1
0,-1.643938065,-6.329701277,BMAL2
0.000572668,-1.642391841,-4.034191921,ZBED5
0.007002096,-1.64173762,-2.609484854,ASXL1
0.000180758,-1.638251623,-4.627943746,LIFR
0.000296296,-1.635709445,-4.202538594,SOD3
0,-1.635339419,-8.496904978,RTF2
0.000335135,-1.634158452,-4.464095014,RACGAP1
0,-1.632950465,-8.363541217,SPAG5
0.016552807,-1.632032077,-2.149035299,SLITRK4
0.015591673,-1.630799929,-2.179239459,BHLHE40
0.00039489,-1.630185445,-4.168669369,PRRC2C
0.004658318,-1.627332052,-2.858752183,FAM110A
0,-1.625581423,-7.058600412,CTNNAL1
0.036518065,-1.624605179,-1.783292233,SMURF1
0.000792969,-1.613895416,-3.819493399,RHOBTB3
0,-1.612535477,-8.981933313,CEP55
0.000331551,-1.612257004,-5.925410691,CUL7
0.008863324,-1.610534032,-2.495604295,ZNF302
0.000290739,-1.607145945,-4.186600326,ARID3A
0.000304668,-1.604521751,-4.254979457,KLF10
0.00144,-1.604315758,-3.539460505,GREB1L
0.000281179,-1.603119214,-5.519973381,CDCA5
0,-1.602832794,-12.29047119,PARP14
0.002902069,-1.602086385,-3.134814588,LRP5
0,-1.601748149,-7.401600642,MET
0.01611853,-1.60096391,-2.159308144,CHD9
0.021239519,-1.598721186,-2.042229186,RNF168
0.000549428,-1.591666857,-3.94164537,BRF2
